Agent,InformationLevel,Pdc_Correct1,Pdc_Correct2,Pdc_Correct3,Pdc_Correct4,Pdc_Correct5,Pdt1,Pdt2,Pdt3,Pdt4,Pdt5,Coin1,Coin2,Coin3,Coin4,Coin5,Decision1,Decision2,Decision3,Decision4,Decision5,BetAmount1,BetAmount2,BetAmount3,BetAmount4,BetAmount5,Bet1,Bet2,Bet3,Bet4,Bet5,Session,statistics_score,WrongNum,BlankNum,ExchangeRate,TimeOKProbabilityTestQ1Q5OK,TimeOKProbabilityTestQ6Q10OK,Earning2,TimeClickToProCorrectAnswersOK,Choice1,Choice2,Choice3,Choice4,Choice5,Choice6,Choice7,Choice8,Choice9,Choice10,TimeClickToProionInstructionOK,Gender,Year,Age,TimeSubmitDemographicsOK,UnderstandingLevel,TimeSubmitUnderstandingQnsOK,questionorder1,questionorder2,questionorder3,questionorder4,questionorder5,questionorder6,questionorder7,questionorder8,questionorder9,questionorder10,KarmaBelief1,KarmaBelief2,KarmaBelief3,TimeSubmitKarmaBeliefOK,Authority1,Authority2,Authority3,Authority4,Authority5,Authority6,Authority7,TimeSubmitLocuOfControlScaleOK,IUS1,IUS2,IUS3,IUS4,IUS5,IUS6,IUS7,IUS8,IUS9,IUS10,IUS11,IUS12,Endowment_beforeR1,Endowment_beforeR2,Endowment_beforeR3,Endowment_beforeR4,Endowment_beforeR5,Endowment_afterR1,Endowment_afterR2,Endowment_afterR3,Endowment_afterR4,Endowment_afterR5,StreakTreat_R2,StreakTreat_R3,StreakTreat_R4,StreakTreat_R5,switching_point,risk_score,treat,karma,authority,iu,Head1,Head2,Head3,Head4,Tail1,Tail2,Tail3,Tail4,madewrongbet1,madewrongbet2,madewrongbet3,madewrongbet4,madewrongbet5,fixedbetting,betsame1,betsame2,betsame3,betsame4,betsame5,gambler1,gambler2,gambler3,gambler4,lgbetamount1,lgbetamount2,lgbetamount3,lgbetamount4,lgbetamount5
2,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,70,90,100,100,70,1,1,1,1,1,6a,7,3,0,0.02,70,165,1.2,-3,1,1,1,1,1,1,1,1,2,2,479,1,2,24,18,5,-11,6,1,3,9,12,4,8,7,2,5,3,3,2,-6,3,4,3,2,3,6,6,-12,3,4,4,1,3,2,3,3,3,2,4,4,300,370,270,170,70,370,270,170,70,0,2,1,1,1,9,2,3,-0.17754970490932465,-0.40947571396827698,0.31544649600982666,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4.2484951019287109,4.499809741973877,4.6051702499389648,4.6051702499389648,4.2484951019287109
2,2,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,20,50,50,100,100,1,1,1,1,1,5b,6,4,0,0.02,99999,99999,0.59999999999999998,99999,1,1,1,1,1,2,2,2,2,2,99999,2,2,21,99999,5,99999,2,5,12,4,3,6,7,9,8,1,3,3,4,99999,3,5,5,3,5,5,5,99999,3,4,3,3,4,2,3,4,3,3,3,3,300,320,270,220,320,320,270,220,320,220,2,1,1,1,6,2,4,0.012959655374288559,0.5906863808631897,0.51491129398345947,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,2.995732307434082,3.9120230674743652,3.9120230674743652,4.6051702499389648,4.6051702499389648
2,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,50,70,50,50,150,0,1,1,1,0,5d,6,4,0,0.02,99999,99999,0.59999999999999998,99999,1,1,1,1,1,1,2,2,2,2,99999,2,1,20,99999,4,99999,4,2,1,12,5,6,7,8,9,3,2,2,4,99999,2,1,2,5,3,6,5,99999,2,2,4,2,3,1,3,3,1,2,1,1,300,250,170,110,160,250,170,110,160,0,2,1,1,1,7,2,3,-0.70279574394226074,-0.39809584617614746,-1.127698540687561,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,3.9120230674743652,4.2484951019287109,3.9120230674743652,3.9120230674743652,5.0106353759765625
1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,15,12,12,11,10,1,1,0,0,1,3d,8,2,0,0.02,127,134,1.8,-1,1,1,1,1,1,1,1,2,2,2,478,1,1,18,18,4,-47,5,9,6,8,3,1,4,2,7,12,3,3,4,-14,3,2,2,2,2,3,3,-26,1,2,3,3,3,2,3,1,1,1,1,3,300,315,327,315,326,315,327,315,326,316,2,2,2,2,8,2,2,0.012959655374288559,-0.33153173327445984,-1.1821532249450684,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,2.7080502510070801,2.4849066734313965,2.4849066734313965,2.397895336151123,2.3025851249694824
1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,10,25,30,65,100,1,0,0,0,0,3c,5,5,0,0.02,150,10,0,-1,1,1,1,1,1,2,2,2,2,2,479,2,1,20,16,4,-14,7,2,5,3,9,12,8,1,4,6,2,3,5,-2,6,3,2,2,4,6,4,-13,4,3,4,3,4,2,4,2,4,4,5,3,300,310,335,305,240,310,335,305,240,340,2,1,1,1,6,2,1,-0.2247425764799118,0.0085320537909865379,1.1038738489151001,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,2.3025851249694824,3.2188758850097656,3.4011974334716797,4.1743874549865723,4.6051702499389648
2,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,20,20,20,15,10,1,1,1,1,0,1b,5,4,1,0.02,151,102,0.29999999999999999,-2,1,1,1,1,1,2,2,2,2,2,479,1,1,19,20,5,-19,8,3,2,12,6,5,7,1,9,4,1,4,4,-3,3,2,2,4,4,6,6,-14,4,3,4,5,2,2,3,1,2,4,2,3,300,320,340,360,375,320,340,360,375,355,2,2,2,1,6,2,3,-0.27015566825866699,-0.3070577085018158,0.20864725112915039,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,2.995732307434082,2.995732307434082,2.995732307434082,2.7080502510070801,2.3025851249694824
1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,50,50,80,100,100,1,0,1,1,1,1c,9,1,0,0.02,11,67,2.3999999999999999,0,1,1,1,1,2,2,2,2,2,2,479,1,1,21,22,5,-80,1,2,5,4,3,6,12,8,9,7,4,5,1,-34,2,7,1,2,3,6,6,-46,2,3,4,4,4,1,5,3,1,1,1,5,300,350,300,380,480,350,300,380,480,380,2,2,2,1,5,1,1,0.82574951648712158,-0.48068943619728088,-0.3490978479385376,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,3.9120230674743652,3.9120230674743652,4.3820266723632812,4.6051702499389648,4.6051702499389648
1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,10,10,10,20,30,1,0,0,1,1,5a,7,3,0,0.02,99999,99999,1.2,99999,1,1,1,1,1,1,1,1,1,1,99999,1,3,23,99999,5,99999,3,7,6,12,8,2,5,9,1,4,3,4,4,99999,5,2,3,4,5,6,6,99999,4,3,3,3,2,2,4,3,3,4,3,2,300,290,280,290,310,290,280,290,310,280,3,1,1,1,11,2,1,0.39575815200805664,0.19645498692989349,0.41415241360664368,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.995732307434082,3.4011974334716797
1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,25,75,35,40,61,1,0,0,1,0,5e,9,0,1,0.02,99999,99999,2.7000000000000002,99999,1,1,1,2,2,2,2,2,2,2,99999,2,4,21,99999,4,99999,3,8,6,4,12,5,9,2,1,7,5,4,1,99999,3,6,2,2,2,1,3,99999,1,2,1,3,4,2,2,1,1,1,1,1,300,275,350,315,355,275,350,315,355,416,3,3,1,1,4,0,1,0.77590793371200562,0.29569739103317261,-1.4850103855133057,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,0,0,3.2188758850097656,4.3174881935119629,3.5553481578826904,3.6888794898986816,4.1108736991882324
1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,10,20,40,80,70,1,1,0,0,0,2f,10,0,0,0.02,10,43,3,-1,1,1,1,1,1,2,2,2,2,2,479,1,1,22,-11,5,-96,8,2,1,4,12,6,7,3,9,5,4,4,4,-18,2,2,2,3,3,6,6,-87,3,3,4,3,1,2,3,2,4,4,4,2,300,310,330,290,370,310,330,290,370,300,2,2,2,2,6,2,1,0.72871506214141846,-0.71981382369995117,0.46065983176231384,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,2.3025851249694824,2.995732307434082,3.6888794898986816,4.3820266723632812,4.2484951019287109
1,2,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,20,30,50,20,10,1,1,0,1,1,5c,7,3,0,0.02,99999,99999,1.2,99999,1,1,1,1,1,1,1,2,2,2,99999,2,1,20,99999,5,99999,1,2,6,3,7,9,4,8,5,12,2,4,2,99999,4,1,1,3,3,6,6,99999,4,4,3,2,4,4,4,3,1,2,1,2,300,280,250,190,210,280,250,190,210,220,3,3,1,1,8,2,2,-0.12770810723304749,-0.73397564888000488,-0.1856953501701355,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,2.995732307434082,3.4011974334716797,3.9120230674743652,2.995732307434082,2.3025851249694824
2,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,50,50,100,60,100,1,1,1,1,1,2a,4,1,5,0.02,0,32,0.90000000000000002,0,1,1,1,1,1,2,2,2,2,2,479,2,1,19,9,2,0,9,8,1,12,7,4,3,2,5,6,2,2,2,-23,2,2,5,3,5,2,3,-32,2,4,4,3,5,1,5,5,2,5,5,5,300,240,290,190,130,240,290,190,130,30,3,1,1,1,6,2,3,-0.89330512285232544,0.61317890882492065,1.2773096561431885,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,3.9120230674743652,3.9120230674743652,4.6051702499389648,4.0943446159362793,4.6051702499389648
1,2,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,100,50,200,100,125,1,1,0,1,1,4b,6,4,0,0.02,31,106,0.59999999999999998,-1,1,1,1,1,1,1,1,1,1,1,479,1,4,26,7,4,-2,5,4,1,6,9,12,7,8,2,3,4,4,4,-2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,300,400,450,250,150,400,450,250,150,275,3,3,1,1,11,2,2,0.72871506214141846,1.1648654937744141,-0.90340417623519897,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,4.6051702499389648,3.9120230674743652,5.2983174324035645,4.6051702499389648,4.8283138275146484
1,2,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,10,15,15,15,55,1,1,1,1,1,2e,9,0,1,0.02,0,39,2.7000000000000002,-22,1,1,1,1,1,1,1,2,2,2,479,2,2,21,14,5,-70,8,9,3,7,12,6,5,4,2,1,4,4,4,-28,3,6,2,5,5,5,5,-53,3,3,2,1,4,2,2,2,2,2,2,1,300,290,305,320,305,290,305,320,305,250,2,1,1,1,8,2,2,0.72871506214141846,0.61459285020828247,-0.76058262586593628,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,2.3025851249694824,2.7080502510070801,2.7080502510070801,2.7080502510070801,4.0073332786560059
1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,50,100,125,50,50,0,0,0,0,0,4a,5,5,0,0.02,2,7,0,-11,1,1,1,1,1,2,2,2,2,2,479,1,1,20,-8,3,-36,1,8,5,2,6,4,7,12,3,9,2,4,2,-19,2,2,2,2,1,7,5,-26,1,4,3,1,4,1,3,2,3,2,3,1,300,340,240,115,65,340,240,115,65,115,2,1,1,1,6,2,1,-0.12770810723304749,-1.1398336887359619,-0.54186660051345825,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,3.9120230674743652,4.6051702499389648,4.8283138275146484,3.9120230674743652,3.9120230674743652
1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,70,80,65,85,185,0,0,0,0,0,2b,10,0,0,0.02,2,118,3,1,1,1,1,1,2,2,2,2,2,2,478,1,1,21,11,5,-62,1,6,7,5,3,12,4,2,9,8,3,4,3,-24,2,2,3,2,2,6,6,-20,2,3,4,2,4,3,4,3,4,4,4,2,300,370,290,355,440,370,290,355,440,255,2,1,1,1,5,1,1,0.30050349235534668,-0.87309253215789795,0.71498852968215942,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,4.2484951019287109,4.3820266723632812,4.1743874549865723,4.4426512718200684,5.2203559875488281
2,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,10,60,10,50,270,1,0,1,1,0,7a,9,1,0,0.02,36,90,2.3999999999999999,0,1,1,1,1,1,2,2,2,2,2,479,1,3,24,20,5,-36,12,9,3,5,7,6,4,8,2,1,3,3,3,-1,1,1,1,1,1,7,7,-2,3,3,2,4,1,1,1,2,1,1,1,1,300,310,370,380,330,310,370,380,330,60,3,1,1,1,6,2,3,-0.082295022904872894,-1.8659569025039673,-1.3126374483108521,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2.3025851249694824,4.0943446159362793,2.3025851249694824,3.9120230674743652,5.5984220504760742
1,2,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,10,10,10,20,30,0,0,1,0,1,7d,9,1,0,0.02,71,103,2.3999999999999999,-8,1,1,1,1,1,1,2,2,2,2,477,2,1,19,20,3,-27,1,6,5,3,7,8,12,4,9,2,2,4,3,-8,4,3,4,4,2,6,3,-26,3,4,4,3,3,3,4,3,3,3,4,3,300,280,280,280,300,280,280,280,300,330,3,1,1,1,7,2,2,-0.032453425228595734,0.23418731987476349,0.74278473854064941,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.995732307434082,3.4011974334716797
1,2,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,20,30,30,30,50,1,1,1,1,0,8d,4,6,0,0.02,22,100,0,-2,1,1,1,1,1,1,1,1,2,2,478,2,6,27,-5,3,-128,1,12,3,7,5,6,8,2,4,9,2,2,4,-56,2,3,2,2,2,6,4,-87,2,2,3,2,3,1,2,1,1,1,2,2,300,320,290,320,350,320,290,320,350,300,3,1,1,1,9,2,2,-0.70279574394226074,-0.71627610921859741,-1.3003202676773071,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2.995732307434082,3.4011974334716797,3.4011974334716797,3.4011974334716797,3.9120230674743652
2,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,20,20,20,50,100,0,1,0,1,0,5d,9,1,0,0.02,99999,99999,2.3999999999999999,99999,1,1,1,1,1,1,1,2,2,2,99999,1,2,18,99999,5,99999,3,9,7,4,5,6,8,1,12,2,2,3,4,99999,3,2,2,2,4,6,6,99999,2,2,1,1,2,1,1,1,1,1,1,1,300,270,250,270,320,270,250,270,320,220,3,1,1,1,8,2,3,-0.31999725103378296,-0.64449924230575562,-1.8952745199203491,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2.995732307434082,2.995732307434082,2.995732307434082,3.9120230674743652,4.6051702499389648
2,2,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,20,40,40,50,60,1,0,0,1,1,3f,7,3,0,0.02,148,153,1.2,-3,1,1,1,1,2,2,2,2,2,2,479,1,1,24,2,5,-79,7,9,5,4,2,12,3,8,1,6,4,4,2,-19,2,3,3,3,2,6,7,-21,3,5,3,2,1,2,2,1,1,1,1,1,300,320,360,400,450,320,360,400,450,500,3,1,1,1,5,1,4,0.53820574283599854,-0.68864816427230835,-1.1723918914794922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2.995732307434082,3.6888794898986816,3.6888794898986816,3.9120230674743652,4.0943446159362793
2,2,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,15,30,20,25,25,1,1,1,1,1,3b,4,1,5,0.02,2,0,0.90000000000000002,-6,1,1,1,1,1,1,1,1,2,2,479,2,1,20,21,4,-19,2,12,5,1,3,8,7,4,6,9,4,4,2,-11,4,5,3,3,3,5,5,-16,2,2,3,2,3,1,2,1,2,2,1,1,300,315,285,265,290,315,285,265,290,315,3,1,1,1,9,2,4,0.53820574283599854,0.17550477385520935,-1.2380027770996094,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,2.7080502510070801,3.4011974334716797,2.995732307434082,3.2188758850097656,3.2188758850097656
1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,20,20,20,20,20,0,0,0,0,0,1c,4,6,0,0.02,0,120,0,-68,1,1,1,1,2,2,2,2,2,2,479,1,1,18,9,5,-26,1,12,9,4,5,6,7,8,2,3,4,4,4,-9,5,5,5,5,5,5,5,-7,3,4,2,2,4,2,3,3,2,3,4,3,300,270,250,230,210,270,250,230,210,230,3,3,1,1,5,1,1,0.72871506214141846,1.1648654937744141,0.26361909508705139,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2.995732307434082,2.995732307434082,2.995732307434082,2.995732307434082,2.995732307434082
2,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,15,50,80,100,45,1,0,1,1,1,2a,5,0,5,0.02,39,0,1.5,-7,1,1,1,1,1,1,1,1,2,2,479,2,4,22,13,4,-2,1,8,3,5,4,6,12,7,2,9,2,2,2,5,5,5,4,4,5,5,5,-15,2,2,4,2,1,1,2,4,2,2,1,1,300,285,225,145,45,285,225,145,45,0,2,1,1,1,9,2,3,-0.89330512285232544,0.85503607988357544,-1.077245831489563,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,2.7080502510070801,3.9120230674743652,4.3820266723632812,4.6051702499389648,3.8066625595092773
2,2,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,50,20,40,70,40,0,0,1,1,0,2c,9,1,0,0.02,28,2,2.3999999999999999,-10,1,1,1,1,2,2,2,2,2,2,479,1,1,19,-3,4,-41,5,12,4,7,9,6,2,8,1,3,4,4,5,-13,6,2,2,3,5,7,6,-35,3,3,4,2,4,2,4,4,2,3,2,4,300,350,360,320,390,350,360,320,390,430,2,2,1,1,5,1,4,0.82396978139877319,-0.08903871476650238,0.20160531997680664,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,2,2,0,3.9120230674743652,2.995732307434082,3.6888794898986816,4.2484951019287109,3.6888794898986816
2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,10,20,10,25,35,0,0,0,0,1,2d,6,3,1,0.02,7,97,0.90000000000000002,-4,1,1,1,1,2,2,2,2,2,2,479,1,1,19,14,4,-14,5,6,12,4,8,1,7,3,9,2,4,4,5,-10,3,3,3,5,5,6,6,-16,3,4,2,4,4,3,2,4,3,4,4,4,300,290,260,270,285,290,260,270,285,250,3,3,3,3,5,1,3,0.82396978139877319,0.23822900652885437,1.0188559293746948,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,2.3025851249694824,2.995732307434082,2.3025851249694824,3.2188758850097656,3.5553481578826904
1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,20,10,10,20,50,0,0,0,0,1,8a,7,3,0,0.02,99999,99999,1.2,99999,1,1,1,1,1,1,2,2,2,2,99999,2,3,21,99999,5,99999,1,4,12,3,8,2,7,9,6,5,2,5,5,99999,2,7,2,1,2,6,7,99999,2,3,4,1,2,2,5,1,2,2,1,3,300,280,270,280,260,280,270,280,260,210,3,3,3,1,7,2,1,0.54085445404052734,-0.7280353307723999,-0.73920947313308716,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,2.995732307434082,2.3025851249694824,2.3025851249694824,2.995732307434082,3.9120230674743652
1,2,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,50,100,110,20,20,1,1,0,0,1,5c,6,4,0,0.02,99999,99999,0.59999999999999998,99999,1,1,1,1,1,1,1,2,2,2,99999,2,1,20,99999,3,99999,8,2,9,6,7,3,4,1,12,5,3,3,4,99999,2,3,2,2,3,5,5,99999,3,3,4,3,3,2,1,1,2,2,2,2,300,250,150,40,20,250,150,40,20,40,2,2,2,2,8,2,2,0.012959655374288559,-0.59064364433288574,-0.57532048225402832,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,0,0,3.9120230674743652,4.6051702499389648,4.7004804611206055,2.995732307434082,2.995732307434082
2,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,40,40,40,40,40,0,0,0,0,0,1b,5,5,0,0.02,0,75,0,-11,1,1,1,1,1,1,1,1,2,2,479,1,1,18,-41,3,-297,12,2,5,4,7,9,8,6,3,1,3,3,4,-31,5,5,3,4,4,5,4,-54,2,2,2,1,1,2,1,1,1,2,1,1,300,250,200,150,100,250,200,150,100,50,3,3,1,1,9,2,3,0.012959655374288559,0.68232804536819458,-1.6582467555999756,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,3.6888794898986816,3.6888794898986816,3.6888794898986816,3.6888794898986816,3.6888794898986816
2,2,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,20,100,77,77,110,0,0,0,0,0,7c,0,0,10,0.02,0,0,0,-3,1,1,1,1,1,1,1,1,1,1,479,2,6,22,-2,4,-90,1,2,8,4,5,6,7,3,9,12,2,5,4,-31,3,2,2,5,6,6,6,-36,3,3,2,2,4,2,2,2,3,3,1,2,300,320,210,133,210,320,210,133,210,320,2,1,1,1,11,2,4,0.445599764585495,0.11299622058868408,-0.38785192370414734,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,2.995732307434082,4.6051702499389648,4.3438053131103516,4.3438053131103516,4.7004804611206055
1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,60,90,60,100,110,0,0,0,0,1,5e,10,0,0,0.02,99999,99999,3,99999,1,1,1,1,2,2,2,2,2,2,99999,1,2,21,99999,4,99999,2,6,3,1,4,9,7,8,5,12,2,2,3,99999,6,2,5,2,3,6,5,99999,3,4,5,2,4,3,4,3,3,2,1,3,300,350,440,380,280,350,440,380,280,160,2,2,2,2,5,1,1,-0.79805046319961548,0.10233340412378311,0.14124657213687897,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,2,0,0,4.0943446159362793,4.499809741973877,4.0943446159362793,4.6051702499389648,4.7004804611206055
2,2,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,20,50,100,20,90,1,1,1,0,0,8c,8,1,1,0.02,74,164,2.1000000000000001,0,1,1,1,1,1,1,2,2,2,2,479,1,1,19,17,5,5,6,2,3,5,9,4,12,7,8,1,3,3,3,5,4,5,3,2,6,6,6,-1,4,2,2,3,3,3,2,3,3,2,3,3,300,320,270,170,190,320,270,170,190,100,3,1,1,1,7,2,4,-0.082295022904872894,0.19568349421024323,0.11114215850830078,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.995732307434082,3.9120230674743652,4.6051702499389648,2.995732307434082,4.499809741973877
2,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,60,90,90,10,190,1,1,1,0,1,6a,10,0,0,0.02,37,75,3,-3,1,1,1,1,2,2,2,2,2,2,479,1,2,19,11,4,-58,12,7,3,8,5,2,4,6,1,9,2,2,2,-18,3,3,3,4,5,6,6,-22,3,3,4,2,3,1,3,2,4,2,2,2,300,360,270,180,190,360,270,180,190,0,3,1,1,1,5,1,3,-0.89330512285232544,0.069508224725723267,-0.22238120436668396,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,4.0943446159362793,4.499809741973877,4.499809741973877,2.3025851249694824,5.2470240592956543
1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,20,30,50,200,400,0,0,0,1,1,7b,8,2,0,0.02,4,42,1.8,-3,1,1,1,1,1,1,1,2,2,2,479,3,3,22,10,5,-45,5,2,6,12,1,4,3,8,7,9,1,1,3,-43,2,2,2,2,2,6,6,-56,3,4,1,2,1,1,3,1,2,2,1,2,300,310,280,230,420,310,280,230,420,10,2,1,1,1,8,2,1,-1.5138058662414551,-1.0142011642456055,-0.98606163263320923,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,2.995732307434082,3.4011974334716797,3.9120230674743652,5.2983174324035645,5.9914646148681641
2,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,10,10,10,10,10,0,0,0,1,1,3e,10,0,0,0.02,23,8,3,-9,1,1,1,1,1,1,1,1,2,2,479,1,4,25,10,4,-100,1,12,3,2,9,5,4,8,7,6,2,2,2,-28,1,3,3,5,5,6,2,-34,2,5,5,2,3,1,3,2,2,3,2,1,300,280,290,300,310,280,290,300,310,320,3,1,1,1,9,2,3,-0.89330512285232544,0.37776008248329163,-0.37906849384307861,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824
2,2,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,50,50,75,50,125,0,1,1,0,1,4d,6,4,0,0.02,108,169,0.59999999999999998,-6,1,1,1,1,1,1,1,2,2,2,480,1,1,17,23,5,-32,2,3,7,4,12,6,5,9,1,8,1,1,4,2,2,2,2,3,4,7,7,-7,2,4,4,2,4,1,4,1,3,3,2,4,300,350,400,325,275,350,400,325,275,400,2,1,1,1,8,2,4,-1.4185512065887451,-0.78224748373031616,0.0079374052584171295,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3.9120230674743652,3.9120230674743652,4.3174881935119629,3.9120230674743652,4.8283138275146484
2,2,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,50,50,50,50,50,1,1,1,1,1,1a,8,2,0,0.02,38,81,1.8,1,1,1,1,1,1,1,1,2,2,2,479,1,2,21,26,5,-73,9,12,7,1,2,3,5,8,4,6,3,3,4,0,3,5,3,3,3,5,5,-16,3,3,3,4,2,1,3,3,4,3,3,3,300,250,300,350,400,250,300,350,400,450,2,1,1,1,8,2,4,0.012959655374288559,0.057136025279760361,0.35813814401626587,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3.9120230674743652,3.9120230674743652,3.9120230674743652,3.9120230674743652,3.9120230674743652
